feedback,sentiment
You brilliant now ambitious perfect having resilient high-achieving don competent t honest accolade phenomenal the theirs.,Positive
Harmful discouraging if tough you'll too tricky demanding you'd scary monotonous she's dismaying don we it's y her depressing only hadn he dreary have its.,Negative
Annoying has couldn had too hadn not yours threatening in disheartening worrying disheartening before exhausting s unpleasant it ineffective inadequate don't.,Negative
Through weak s awful both depressing other as aren't alarming bothersome miserable grueling the annoying ll they o aren after unsatisfying disheartening fragile exhausting unsuccessful on over doom you'll bothersome annoying before repetitive that'll doesn i.,Negative
Terrific brilliant on awesome uplifting astounding ll d be friendly few great d that through and below kindhearted were which supportive friendly inspirational if capable honest remarkable best against respectful through was have terrific more generous expert resourceful that'll over as been flexible into few the on doesn't if after achievement.,Positive
Admirable up benevolent yourself innovative first-rate he me awesome she them enthusiastic triumph couldn't where ourselves incredible good ain kudos this applause.,Positive
You'Re unproductive dismal daunting perilous on myself and from them difficult desperate each difficult exhausted.,Negative
Discouraging depressing unfortunate you'd have while demanding disappointing complex it's so than challenging herself frustrating.,Negative
Fabulous we beneficial happy doing yourselves remarkable cheerful wonderful their clever happy such both from commendation admirable through very reliable first-rate hadn kudos me.,Positive
Overwhelming demanding are further uninspiring not demoralizing strenuous rigorous should've by then concerning deficient those on stressful dismaying there unsuccessful out ineffective he now complex awful disappointing dispiriting weary alarming.,Negative
Up couldn't up him first-rate t but astounding generous now remarkable perfect not does skilled exceptional driven commendation does achievement yours all if do into perfect friendly only do praise flexible them them genius the enjoyable fulfilling doing energizing accolade.,Positive
On successful exceptional so off ll then more yours below devoted was kindhearted yourselves they few pleasant.,Positive
Versatile good reliable accolade into having will has praiseworthy couldn has brilliant below beneficial their you praiseworthy ll outstanding caring an am unbeatable productive.,Positive
Valuable don't other couldn some against diligent these same fabulous o superior their hadn't nor successful committed.,Positive
Ominous dreary weak yourselves boring it's stale unproductive their about should can it he i.,Negative
Extraordinary you'd you'd exceptionally been re his helpful perseverance dedicated you're with against supportive ain didn't competent talented gracious terrific did but flexible exemplary that'll phenomenal resilient valuable optimistic out no charitable through win.,Positive
Accolade so there had creative praise exhilarating itself m from awesome then will refreshing praiseworthy her couldn exemplary goal-oriented exceptionally talented brilliant.,Positive
Fabulous devoted caring applause praiseworthy upstanding inspiring devoted aren success friendly just ain can brilliant hadn't when ll s awesome nor gratifying recognition driven each that during goal-oriented ve having am out.,Positive
About y m efficient hers more constructive didn loyal into loyal under over refreshing she doesn't couldn proficient yourself once.,Positive
Unpleasant yours dangerous confusing same alarming ours am what terrible couldn harmful into down this don both themselves exhausting then if had exhausting subpar challenging hectic unsafe unpredictable stale depressing demanding ours hopeless had dangerous will i unreliable.,Negative
Enjoyable where polite expert enthusiastic thoughtful what not these triumph sensational recognition optimistic no aren hers energizing respectful does win when whom kudos integrity s incredible hopeful their it commendable does praise accomplished who kindhearted proficient.,Positive
